operator	time	order_ref	user_name	amount
TTL781007	2018-08-10 17:28:13	hiifx_201808101728124841	LIUKWANGCHENG	29965.0000	
TTL781007	2018-08-13 01:57:31	hiifx_201808130157304427	csy888	642.0000	
heeheng	2018-08-13 02:38:54	hiifx_201808130238546939	goh001	10000.0000	
TTL781007	2018-08-13 03:59:51	hiifx_201808130359506149	zhanglang	2200.0000	
heeheng	2018-08-13 04:09:21	hiifx_201808130409212881	goh001	10000.0000	
heeheng	2018-08-13 10:21:47	hiifx_201808131021474129	goh001	10000.0000	
keelintan20	2018-08-14 05:31:39	hiifx_201808140531386207	takling78	69159.1700	
heeheng	2018-08-14 05:43:08	hiifx_201808140543089087	happy	55000.0000	
heeheng	2018-08-14 12:52:02	hiifx_201808141252024012	goh001	30000.0000	
heeheng	2018-08-15 04:59:10	hiifx_201808150459109358	weiyi	700.0000	
heeheng	2018-08-15 08:26:15	hiifx_201808150826147472	weiyi	50.0000	
TTL781007	2018-08-16 02:53:28	hiifx_201808160253286074	wanglalt	750.0000	
TTL781007	2018-08-16 05:04:44	hiifx_201808160504449504	panxueli	750.0000	
TTL781007	2018-08-16 06:15:52	hiifx_201808160615529255	zhanglin3306	750.0000	
TTL781007	2018-08-16 08:11:19	hiifx_201808160811183057	ying168	3000.0000	
heeheng	2018-08-16 10:46:36	hiifx_201808161046353882	lyc002	375.0000	
TTL781007	2018-08-20 07:06:21	hiifx_201808200706207919	tao189	3000.0000	
keelintan20	2018-08-20 11:27:19	hiifx_201808201127183453	takling78	40218.9300	
TTL781007	2018-08-21 02:05:01	hiifx_201808210205015071	nick4134	23000.0000	
TTL781007	2018-08-21 06:01:24	hiifx_201808210601234207	buckaroo1	15000.0000	
hanseshhl	2018-08-21 06:17:59	hiifx_201808210617585557	goh001	20000.0000	
hanseshhl	2018-08-21 09:11:42	hiifx_201808210911416458	goh001	15000.0000	
TTL781007	2018-08-21 09:40:03	hiifx_201808210940028629	lan168	712.2000	
TTL781007	2018-08-21 10:21:52	hiifx_201808211021528146	armaniboss523	42000.0000	
TTL781007	2018-08-23 02:38:55	hiifx_201808230238552855	goh001	17000.0000	
TTL781007	2018-08-27 02:42:11	hiifx_201808270242102666	simah1	2970.0000	
keelintan20	2018-08-27 05:34:14	hiifx_201808270534138367	takling78	29011.9300	
hanseshhl	2018-09-02 11:02:15	hiifx_201809021102147265	goh001	6000.0000	
hanseshhl	2018-09-03 12:17:40	hiifx_201809031217402402	liguangfen2018	765.9100	
TTL781007	2018-09-06 11:11:10	hiifx_201809061111096059	goh001	10000.0000	
TTL781007	2018-09-07 12:41:10	hiifx_201809071241109058	testkevin	500.0000	
TTL781007	2018-09-09 08:54:03	hiifx_201809090854032048	test1	1500.0000	
TTL781007	2018-09-09 08:55:17	hiifx_201809090855177190	test2	1500.0000	
TTL781007	2018-09-09 08:55:49	hiifx_201809090855489964	test3	1500.0000	
TTL781007	2018-09-09 08:56:27	hiifx_201809090856274558	test4	1500.0000	
TTL781007	2018-09-09 08:57:06	hiifx_201809090857069892	test5	1500.0000	
TTL781007	2018-09-09 08:58:00	hiifx_201809090857593533	test6	1500.0000	
TTL781007	2018-09-09 09:04:03	hiifx_201809090904021273	test7	1500.0000	
hanseshhl	2018-09-09 14:46:42	hiifx_201809091446425907	goh001	10000.0000	
TTL781007	2018-09-10 04:49:13	hiifx_201809100449122112	goh001	10000.0000	
hanseshhl	2018-09-11 01:33:27	hiifx_201809110133264161	goh001	6000.0000	
hanseshhl	2018-09-11 08:31:30	hiifx_201809110831305675	goh001	10000.0000	
hanseshhl	2018-09-12 11:51:52	hiifx_201809121151522266	goh001	10000.0000	
TTL781007	2018-09-13 11:22:30	hiifx_201809131122296134	goh001	10000.0000	
hanseshhl	2018-09-14 01:45:31	hiifx_201809140145306706	goh001	5000.0000	
hanseshhl	2018-09-14 10:16:22	hiifx_201809141016214572	goh001	10000.0000	
heeheng	2018-09-15 05:49:40	hiifx_201809150549394861	liya1104	0.0100	
hanseshhl	2018-09-16 12:16:34	hiifx_201809161216343489	goh001	20000.0000	
keelintan20	2018-09-17 08:14:21	hiifx_201809170814213205	takling78	5480.8700	
keelintan20	2018-09-17 08:15:08	hiifx_201809170815073672	takling78	13327.8300	
TTL781007	2018-09-17 16:06:50	hiifx_201809171606507039	goh001	20000.0000	
TTL781007	2018-09-18 03:17:36	hiifx_201809180317352496	goh001	20000.0000	
TTL781007	2018-09-18 03:42:53	hiifx_201809180342521267	happy	100000.0000	
TTL781007	2018-09-18 03:58:01	hiifx_201809180358012485	ke50000wan	100000.0000	
hanseshhl	2018-09-19 07:18:25	hiifx_201809190718245137	goh001	20000.0000	
TTL781007	2018-09-19 08:33:13	hiifx_201809190833131394	Hiifx	10000.0000	
TTL781007	2018-09-19 08:34:18	hiifx_201809190834171815	Hiifx	7000.0000	
TTL781007	2018-09-19 15:16:35	hiifx_201809191516355117	pamm01	20000.0000	
TTL781007	2018-09-19 15:16:52	hiifx_201809191516523969	pamm02	10000.0000	
TTL781007	2018-09-19 15:17:13	hiifx_201809191517137537	pamm03	5000.0000	
TTL781007	2018-09-19 16:47:01	hiifx_201809191647008481	lkx01	20000.0000	
TTL781007	2018-09-19 16:47:25	hiifx_201809191647242570	ls0102	10000.0000	
TTL781007	2018-09-19 16:47:52	hiifx_201809191647515886	hth168	5000.0000	
TTL781007	2018-09-19 16:57:40	hiifx_201809191657404295	zhuliqian777	30000.0000	
TTL781007	2018-09-19 16:58:35	hiifx_201809191658348985	tongjie998	100000.0000	
TTL781007	2018-09-20 05:14:44	hiifx_201809200514434967	goh001	20000.0000	
TTL781007	2018-09-25 14:03:24	hiifx_201809251403235910	abdulaziz1	506.1600	
hanseshhl	2018-09-26 02:36:52	hiifx_201809260236514960	goh001	16000.0000	
hanseshhl	2018-09-26 09:12:03	hiifx_201809260912025384	goh001	38000.0000	
TTL781007	2018-09-27 14:47:44	hiifx_201809271447431022	goh001	2660.0000	
TTL781007	2018-09-28 04:58:22	hiifx_201809280458224991	sxg56	200.0000	
heeheng	2018-09-28 06:40:08	hiifx_201809280640089762	jiekankan	952.0000	
hanseshhl	2018-09-28 08:15:07	hiifx_201809280815079535	goh001	10000.0000	
hanseshhl	2018-09-28 10:46:54	hiifx_201809281046547843	goh001	20000.0000	
TTL781007	2018-10-01 02:57:44	hiifx_201810010257444768	goh001	20000.0000	
hanseshhl	2018-10-01 04:14:06	hiifx_201810010414068620	goh001	20000.0000	
hanseshhl	2018-10-01 09:35:58	hiifx_201810010935579568	goh001	20000.0000	
TTL781007	2018-10-02 06:41:06	hiifx_201810020641051882	chenjiming	3050.0000	
hanseshhl	2018-10-05 05:36:07	hiifx_201810050536079761	goh001	10000.0000	
hanseshhl	2018-10-05 06:02:08	hiifx_201810050602084221	goh001	10000.0000	
hanseshhl	2018-10-07 07:53:52	hiifx_201810070753525728	goh001	20000.0000	
hanseshhl	2018-10-08 07:21:16	hiifx_201810080721157819	goh001	20000.0000	
hanseshhl	2018-10-08 12:53:17	hiifx_201810081253172986	goh001	45000.0000	
TTL781007	2018-10-09 09:19:46	hiifx_201810090919461032	michan8962	3430.4000	
keelintan20	2018-10-09 11:54:38	hiifx_201810091154386432	takling78	20248.0300	
keelintan20	2018-10-09 11:55:57	hiifx_201810091155563335	takling78	28203.9700	
TTL781007	2018-10-09 12:42:01	hiifx_201810091242011788	ZHANGUIJUN	2972.0000	
hanseshhl	2018-10-09 12:59:52	hiifx_201810091259515285	goh001	7500.0000	
hanseshhl	2018-10-10 02:37:30	hiifx_201810100237298275	goh001	20000.0000	
TTL781007	2018-10-10 09:14:10	hiifx_201810100914101650	hsl2018	30000.0000	
TTL781007	2018-10-11 09:20:59	hiifx_201810110920585866	hsl2018	8000.0000	
TTL781007	2018-10-11 12:32:59	hiifx_201810111232585774	cheng56	15000.0000	
hanseshhl	2018-10-14 11:09:12	hiifx_201810141109128767	goh001	10000.0000	
TTL781007	2018-10-15 02:51:53	hiifx_201810150251527941	fyx1964	4500.0000	
TTL781007	2018-10-18 05:07:55	hiifx_201810180507557372	goh001	1800.0000	
hanseshhl	2018-10-18 06:40:37	hiifx_201810180640363727	goh001	1000.0000	
hanseshhl	2018-10-18 08:08:22	hiifx_201810180808216123	goh001	3000.0000	
TTL781007	2018-10-18 10:23:15	hiifx_201810181023151098	lulijuan	3000.0000	
hanseshhl	2018-10-19 02:57:06	hiifx_201810190257057927	llf1234	2650.0000	
hanseshhl	2018-10-19 06:55:22	hiifx_201810190655227431	goh001	100000.0000	
TTL781007	2018-10-19 08:12:01	hiifx_201810190812014188	yuan1125	20000.0000	
TTL781007	2018-10-19 08:18:29	hiifx_201810190818285662	13599511498	9000.0000	
hanseshhl	2018-10-19 09:48:12	hiifx_201810190948117149	goh001	15000.0000	
hanseshhl	2018-10-19 10:05:54	hiifx_201810191005536525	goh001	15000.0000	
hanseshhl	2018-10-20 09:54:17	hiifx_201810200954168645	goh001	14000.0000	
hanseshhl	2018-10-21 03:49:06	hiifx_201810210349051518	goh001	20000.0000	
hanseshhl	2018-10-21 06:23:57	hiifx_201810210623572041	goh001	3000.0000	
hanseshhl	2018-10-21 07:23:00	hiifx_201810210723006405	goh001	3000.0000	
TTL781007	2018-10-21 08:29:57	hiifx_201810210829571120	AddyHi	715.0000	
hanseshhl	2018-10-21 08:56:09	hiifx_201810210856094894	goh001	1700.0000	
hanseshhl	2018-10-21 09:22:57	hiifx_201810210922563055	goh001	500.0000	
hanseshhl	2018-10-21 13:26:08	hiifx_201810211326083257	goh001	3000.0000	
hanseshhl	2018-10-21 14:24:11	hiifx_201810211424102179	goh001	12000.0000	
TTL781007	2018-10-22 05:12:17	hiifx_201810220512163478	linjm83	15000.0000	
hanseshhl	2018-10-22 07:23:06	hiifx_201810220723063472	panweijun	12000.0000	
hanseshhl	2018-10-22 07:29:53	hiifx_201810220729524065	lily520	10000.0000	
hanseshhl	2018-10-22 08:45:58	hiifx_201810220845583086	yuan1125	10000.0000	
hanseshhl	2018-10-22 12:58:47	hiifx_201810221258468166	lxy16801	10000.0000	
hanseshhl	2018-10-22 16:02:02	hiifx_201810221602014053	lxy16801	2500.0000	
hanseshhl	2018-10-23 02:33:12	hiifx_201810230233118692	xujp99	70000.0000	
hanseshhl	2018-10-23 02:44:31	hiifx_201810230244304615	psy5899	5000.0000	
TTL781007	2018-10-23 02:55:17	hiifx_201810230255164276	wscs16888	3000.0000	
hanseshhl	2018-10-23 04:14:33	hiifx_201810230414335881	yuan1125	3000.0000	
hanseshhl	2018-10-23 06:02:36	hiifx_201810230602351764	hanyanlei	27000.0000	
hanseshhl	2018-10-23 06:17:43	hiifx_201810230617424982	yuan1125	20000.0000	
TTL781007	2018-10-23 06:56:52	hiifx_201810230656527158	hr168	14500.0000	
hanseshhl	2018-10-23 07:13:10	hiifx_201810230713107404	zhanglihua	5797.0000	
hanseshhl	2018-10-23 07:13:37	hiifx_201810230713361083	wuchun	15000.0000	
hanseshhl	2018-10-23 08:23:12	hiifx_201810230823122207	459500669	3000.0000	
hanseshhl	2018-10-23 12:40:21	hiifx_201810231240217282	zhanglihua	9203.0000	
hanseshhl	2018-10-24 06:31:34	hiifx_201810240631331480	yuan1125	20000.0000	
hanseshhl	2018-10-24 08:24:13	hiifx_201810240824132482	lwd9988	7000.0000	
hanseshhl	2018-10-24 13:56:41	hiifx_201810241356408126	yanxm	10000.0000	
hanseshhl	2018-10-24 14:08:58	hiifx_201810241408572924	yanxm	2400.0000	
TTL781007	2018-10-25 01:18:21	hiifx_201810250118206772	hr168	10000.0000	
hanseshhl	2018-10-25 04:41:57	hiifx_201810250441565643	yuan1125	20000.0000	
hanseshhl	2018-10-26 02:36:32	hiifx_201810260236323742	yuan1125	10000.0000	
hanseshhl	2018-10-26 04:21:29	hiifx_201810260421291256	yuan1125	2000.0000	
hanseshhl	2018-10-26 04:53:35	hiifx_201810260453342692	yuan1125	20000.0000	
hanseshhl	2018-10-26 07:36:27	hiifx_201810260736276982	xulian	21000.0000	
hanseshhl	2018-10-29 06:36:05	hiifx_201810290636044256	yuan1125	20000.0000	
TTL781007	2018-10-29 15:04:38	hiifx_201810291504388932	hexx3	10000.0000	
TTL781007	2018-10-30 02:32:35	hiifx_201810300232346193	tzh8888	153.3600	
keelintan20	2018-10-30 11:57:19	hiifx_201810301157198892	takling78	31155.0500	
keelintan20	2018-10-30 11:58:06	hiifx_201810301158052448	takling78	66422.7600	
keelintan20	2018-10-30 11:58:45	hiifx_201810301158445697	takling78	32748.3300	
hanseshhl	2018-10-31 02:25:26	hiifx_201810310225251032	yuan1125	20000.0000	
TTL781007	2018-10-31 09:28:04	hiifx_201810310928045952	LIUKWANGSHENG	11000.0000	
TTL781007	2018-10-31 11:23:10	hiifx_201810311123092776	wb1319	10000.0000	
hanseshhl	2018-10-31 12:55:37	hiifx_201810311255364104	longfengru	600.0000	
TTL781007	2018-10-31 14:25:32	hiifx_201810311425322468	lxy16801	3000.0000	
TTL781007	2018-10-31 14:25:57	hiifx_201810311425572525	lxy16801	1500.0000	
hanseshhl	2018-11-01 05:05:25	hiifx_201811010505256181	lily520	7000.0000	
TTL781007	2018-11-02 06:09:59	hiifx_201811020609592426	yuan1125	20000.0000	
TTL781007	2018-11-02 11:10:28	hiifx_201811021110274912	xwd6688	1400.0000	
hanseshhl	2018-11-03 05:58:26	hiifx_201811030558268153	happy	20000.0000	
TTL781007	2018-11-03 13:42:53	hiifx_201811031342529240	caibowen	2160.0000	
hanseshhl	2018-11-04 05:53:34	hiifx_201811040553348815	yuan1125	20000.0000	
TTL781007	2018-11-04 07:06:03	hiifx_201811040706029496	yuan1125	1400.0000	
hanseshhl	2018-11-04 09:05:34	hiifx_201811040905335189	yuan1125	20000.0000	
TTL781007	2018-11-04 15:39:32	hiifx_201811041539316584	zhongyu1975	6000.0000	
hanseshhl	2018-11-05 04:41:56	hiifx_201811050441552580	djj1319	6000.0000	
hanseshhl	2018-11-05 06:27:46	hiifx_201811050627451824	wendy618	102300.0000	
TTL781007	2018-11-05 07:47:35	hiifx_201811050747355224	yuan1125	20000.0000	
hanseshhl	2018-11-06 07:08:16	hiifx_201811060708164914	lfw1319	3000.0000	
hanseshhl	2018-11-06 08:41:05	hiifx_201811060841044558	wlm1319	1000.0000	
hanseshhl	2018-11-06 11:07:41	hiifx_201811061107415447	yuan1125	20000.0000	
hanseshhl	2018-11-06 13:01:47	hiifx_201811061301475148	H1368	1500.0000	
hanseshhl	2018-11-07 04:52:07	hiifx_201811070452064049	lcg1108	1576.0000	
hanseshhl	2018-11-07 04:53:19	hiifx_201811070453195482	wtb123456	525.0000	
hanseshhl	2018-11-07 04:54:39	hiifx_201811070454382253	zxf123456	630.0000	
TTL781007	2018-11-07 14:42:33	hiifx_201811071442337242	happy	50000.0000	
TTL781007	2018-11-08 06:23:58	hiifx_201811080623588062	lily520	25000.0000	
keelintan20	2018-11-08 06:55:05	hiifx_201811080655056809	takling78	65028.1200	
keelintan20	2018-11-08 06:56:08	hiifx_201811080656089245	takling78	37288.6300	
TTL781007	2018-11-08 07:08:11	hiifx_201811080708115301	yuan1125	5700.0000	
TTL781007	2018-11-08 07:09:13	hiifx_201811080709138037	yuan1125	1000.0000	
TTL781007	2018-11-08 08:29:57	hiifx_201811080829571047	gyx1319	4500.0000	
hanseshhl	2018-11-08 08:56:40	hiifx_201811080856399830	li0714	2030.0000	
hanseshhl	2018-11-08 08:58:11	hiifx_201811080858111605	happy6	1035.0000	
hanseshhl	2018-11-08 09:09:26	hiifx_201811080909262602	yuan1125	20000.0000	
hanseshhl	2018-11-09 06:10:27	hiifx_201811090610262964	xy1319	5000.0000	
hanseshhl	2018-11-09 06:10:49	hiifx_201811090610495283	cwq1319	3000.0000	
hanseshhl	2018-11-09 06:11:09	hiifx_201811090611089543	wlm1319	3000.0000	
hanseshhl	2018-11-09 06:12:21	hiifx_201811090612214026	guomingan	1500.0000	
hanseshhl	2018-11-09 07:05:14	hiifx_201811090705141498	gyx1319	7000.0000	
hanseshhl	2018-11-09 13:57:17	hiifx_201811091357178010	yuan1125	5000.0000	
hanseshhl	2018-11-11 06:00:17	hiifx_201811110600161214	myf666	150000.0000	
hanseshhl	2018-11-11 10:54:28	hiifx_201811111054281981	wcm1319	1500.0000	
hanseshhl	2018-11-12 03:10:28	hiifx_201811120310282082	zla1399	15000.0000	
hanseshhl	2018-11-12 06:36:49	hiifx_201811120636497664	gyx1319	4500.0000	
TTL781007	2018-11-12 09:54:52	hiifx_201811120954518481	yuan1125	10000.0000	
TTL781007	2018-11-13 08:51:02	hiifx_201811130851021196	zhongaizhen	3000.0000	
TTL781007	2018-11-13 13:13:44	hiifx_201811131313449391	daiyeqin	1500.0000	
TTL781007	2018-11-13 16:15:20	hiifx_201811131615208020	0908031226	25093.0000	
hanseshhl	2018-11-14 08:08:44	hiifx_201811140808449696	kanji	2000.0000	
hanseshhl	2018-11-14 09:12:55	hiifx_201811140912544460	kanji	7000.0000	
TTL781007	2018-11-15 07:02:57	hiifx_201811150702562420	CEY888	765.0000	
TTL781007	2018-11-15 10:53:01	hiifx_201811151053005592	tying	10000.0000	
TTL781007	2018-11-16 02:48:13	hiifx_201811160248135256	ml15962262802	49640.2900	
TTL781007	2018-11-16 02:55:11	hiifx_201811160255114106	ml15962262802	50359.7100	
hanseshhl	2018-11-16 04:15:10	hiifx_201811160415104982	good2018	200000.0000	
hanseshhl	2018-11-16 08:46:42	hiifx_201811160846414444	ml15962262802	20000.0000	
hanseshhl	2018-11-16 09:19:31	hiifx_201811160919308580	ml15962262802	13500.0000	
heeheng	2018-11-16 11:49:11	hiifx_201811161149109203	yangmeixia	9000.0000	
TTL781007	2018-11-19 05:34:12	hiifx_201811190534125358	yuan1125	10000.0000	
TTL781007	2018-11-21 07:58:16	hiifx_201811210758166539	liu3399	19000.0000	
TTL781007	2018-11-23 02:45:16	hiifx_201811230245163066	happy	50000.0000	
TTL781007	2018-11-23 06:26:42	hiifx_201811230626424250	yj2018	98964.0000	
TTL781007	2018-11-23 08:19:56	hiifx_201811230819562939	tying	5200.0000	
TTL781007	2018-11-23 08:23:17	hiifx_201811230823162945	gaoyingchun	2575.0000	
TTL781007	2018-11-23 09:47:39	hiifx_201811230947387682	lxh2018	2800.0000	
TTL781007	2018-11-23 12:33:28	hiifx_201811231233275777	Qiquanchen0529	5000.0000	
TTL781007	2018-11-23 12:35:59	hiifx_201811231235593344	wdw888	11400.0000	
hanseshhl	2018-11-24 01:41:43	hiifx_201811240141425062	C131419	3000.0000	
TTL781007	2018-11-24 03:57:44	hiifx_201811240357449615	kanji	4000.0000	
TTL781007	2018-11-24 03:59:45	hiifx_201811240359458850	vipdsp	6200.0000	
TTL781007	2018-11-24 04:52:28	hiifx_201811240452273224	kanji	404.4000	
TTL781007	2018-11-24 08:40:44	hiifx_201811240840431535	lily520	10000.0000	
TTL781007	2018-11-24 09:23:19	hiifx_201811240923189104	chenjiming	4510.0000	
TTL781007	2018-11-25 05:26:15	hiifx_201811250526152573	lhl1981	3000.0000	
TTL781007	2018-11-25 12:39:36	hiifx_201811251239366807	ligh66	30000.0000	
heeheng	2018-11-26 04:06:21	hiifx_201811260406212432	gaohh	100000.0000	
heeheng	2018-11-26 06:18:54	hiifx_201811260618541139	liu3399	20000.0000	
TTL781007	2018-11-26 06:49:04	hiifx_201811260649037023	yuan1125	20000.0000	
TTL781007	2018-11-26 10:33:47	hiifx_201811261033467767	chencx	22000.0000	
TTL781007	2018-11-26 16:24:11	hiifx_201811261624114904	liu3399	5100.0000	
TTL781007	2018-11-27 04:11:58	hiifx_201811270411576212	kanji	12000.0000	
heeheng	2018-11-27 04:42:53	hiifx_201811270442529578	kanji	4200.0000	
TTL781007	2018-11-27 05:40:55	hiifx_201811270540546721	NIUQ918	4500.0000	
TTL781007	2018-11-27 06:01:31	hiifx_201811270601303339	Li798208	4965.0000	
TTL781007	2018-11-27 07:04:30	hiifx_201811270704302276	gdy1319	72464.0000	
TTL781007	2018-11-27 12:31:38	hiifx_201811271231379505	peggy888	5000.0000	
TTL781007	2018-11-28 08:01:10	hiifx_201811280801104189	hufei200911	20000.0000	
TTL781007	2018-11-29 02:42:58	hiifx_201811290242584294	yuan1125	15500.0000	
TTL781007	2018-11-29 06:19:38	hiifx_201811290619379525	ligh66	30000.0000	
TTL781007	2018-11-29 06:20:17	hiifx_201811290620162106	yuan1125	20000.0000	
TTL781007	2018-11-29 06:41:47	hiifx_201811290641477396	yuan1125	23166.0000	
TTL781007	2018-11-29 06:53:54	hiifx_201811290653542488	yuan1125	1000.0000	
TTL781007	2018-11-29 08:22:17	hiifx_201811290822179873	dragonfly5958	8125.0000	
TTL781007	2018-11-30 13:49:46	hiifx_201811301349466466	huchunhua	3622.0000	
TTL781007	2018-12-01 08:44:26	hiifx_201812010844253454	liyan0	70000.0000	
TTL781007	2018-12-02 03:26:22	hiifx_201812020326221795	liyan0	30000.0000	
TTL781007	2018-12-02 03:28:31	hiifx_201812020328306311	yq6688	4500.0000	
TTL781007	2018-12-03 05:21:30	hiifx_201812030521304850	vinyardknight	1000000.0000	
TTL781007	2018-12-03 08:48:55	hiifx_201812030848555006	ligh66	9000.0000	
TTL781007	2018-12-04 08:48:41	hiifx_201812040848403364	yuan1125	8000.0000	
TTL781007	2018-12-05 06:23:43	hiifx_201812050623432768	wnaghuajuan	5922.0000	
TTL781007	2018-12-05 13:06:31	hiifx_201812051306312044	davidccu	10000.0000	
TTL781007	2018-12-05 13:07:41	hiifx_201812051307407005	davidccu	90000.0000	
TTL781007	2018-12-06 07:48:11	hiifx_201812060748112367	xuxuxia	3001.0000	
TTL781007	2018-12-08 14:22:29	hiifx_201812081422287584	Yanxiawang0522	180000.0000	
TTL781007	2018-12-08 14:24:17	hiifx_201812081424169879	Yanxiawang0522	18000.0000	
TTL781007	2018-12-10 02:14:23	hiifx_201812100214225130	1953252562	9000.0000	
hanseshhl	2018-12-10 06:03:08	hiifx_201812100603084539	psy5899	10500.0000	
TTL781007	2018-12-10 06:38:21	hiifx_201812100638203493	Marydai	1500.0000	
TTL781007	2018-12-10 07:09:41	hiifx_201812100709407425	Rachel	14990.0000	
TTL781007	2018-12-10 07:23:21	hiifx_201812100723203549	hq888	43478.0000	
TTL781007	2018-12-10 10:01:44	hiifx_201812101001431502	chun9096	92970.0000	
keelintan20	2018-12-10 13:51:35	hiifx_201812101351342290	nick001	54067.6200	
keelintan20	2018-12-10 13:54:18	hiifx_201812101354189232	nick001	75119.2400	
keelintan20	2018-12-10 13:55:36	hiifx_201812101355359376	nick001	73002.2700	
keelintan20	2018-12-10 13:56:43	hiifx_201812101356423120	nick001	71551.6300	
TTL781007	2018-12-11 06:20:07	hiifx_201812110620061934	nathancx86	2970.0000	
TTL781007	2018-12-11 06:21:10	hiifx_201812110621093888	nathancx86	2008.0000	
TTL781007	2018-12-11 07:05:00	hiifx_201812110704597763	MandyCheng	15000.0000	
heeheng	2018-12-13 02:54:05	hiifx_201812130254045490	chenjiming	10000.0000	
keelintan20	2018-12-16 07:40:41	hiifx_201812160740401945	nick001	80000.0000	
keelintan20	2018-12-16 12:55:45	hiifx_201812161255459397	happy	50000.0000	
TTL781007	2018-12-17 02:14:05	hiifx_201812170214054569	mm1688	28500.0000	
TTL781007	2018-12-18 08:59:02	hiifx_201812180859027276	happy	50000.0000	
hanseshhl	2018-12-19 06:09:05	hiifx_201812190609049262	goh001	7500.0000	
hanseshhl	2018-12-19 06:09:29	hiifx_201812190609297022	goh001	24637.0000	
TTL781007	2018-12-19 07:04:40	hiifx_201812190704402134	goh001	2898.5500	
hanseshhl	2018-12-19 08:20:26	hiifx_201812190820251714	mm1688	10000.0000	
TTL781007	2018-12-19 09:18:44	hiifx_201812190918447791	xb1219	75000.0000	
TTL781007	2018-12-19 10:02:37	hiifx_201812191002375091	cyj16398	8889.0000	
TTL781007	2018-12-20 02:52:35	hiifx_201812200252353447	happy	50000.0000	
TTL781007	2018-12-20 03:00:10	hiifx_201812200300095989	liu3399	30000.0000	
TTL781007	2018-12-20 03:11:43	hiifx_201812200311433240	lilong0813	4500.0000	
hanseshhl	2018-12-20 03:35:41	hiifx_201812200335404341	yuan1125	15000.0000	
TTL781007	2018-12-20 04:55:20	hiifx_201812200455201678	happy	50000.0000	
hanseshhl	2018-12-20 06:25:12	hiifx_201812200625123146	15205577995	10000.0000	
TTL781007	2018-12-20 07:29:36	hiifx_201812200729359320	zyx1314	9000.0000	
TTL781007	2018-12-20 07:30:07	hiifx_201812200730062126	jindong	4300.0000	
TTL781007	2018-12-20 07:30:35	hiifx_201812200730349280	psy5899	7200.0000	
TTL781007	2018-12-20 08:02:51	hiifx_201812200802517244	tianlibo	50000.0000	
hanseshhl	2018-12-20 10:37:39	hiifx_201812201037395108	goh001	7250.0000	
hanseshhl	2018-12-20 10:46:53	hiifx_201812201046527866	yuan1125	17200.0000	
TTL781007	2018-12-21 02:15:05	hiifx_201812210215053203	tanghuiyong	51725.0000	
TTL781007	2018-12-21 03:29:11	hiifx_201812210329112163	Peter588	25500.0000	
TTL781007	2018-12-21 03:31:44	hiifx_201812210331449018	Sang693999	58208.0000	
keelintan20	2018-12-21 04:02:31	hiifx_201812210402304658	nick001	35000.0000	
TTL781007	2018-12-21 05:58:35	hiifx_201812210558343241	yaxin888	3000.0000	
TTL781007	2018-12-21 06:01:39	hiifx_201812210601382705	goh001	10500.0000	
hanseshhl	2018-12-21 07:03:01	hiifx_201812210703008696	goh001	1500.0000	
hanseshhl	2018-12-21 07:25:29	hiifx_201812210725296004	yanxm	3000.0000	
hanseshhl	2018-12-21 09:14:44	hiifx_201812210914437240	bx1818	66000.0000	
hanseshhl	2018-12-21 09:51:19	hiifx_201812210951184057	chanle	6500.0000	
keelintan20	2018-12-21 11:08:05	hiifx_201812211108059525	happy	40000.0000	
hanseshhl	2018-12-22 09:11:19	hiifx_201812220911195100	gaoqiang888	3000.0000	
hanseshhl	2018-12-22 09:13:34	hiifx_201812220913336437	yz53315237	4500.0000	
hanseshhl	2018-12-22 14:05:24	hiifx_201812221405236896	yaxin888	1500.0000	
hanseshhl	2018-12-23 02:52:58	hiifx_201812230252581878	wxj668	30000.0000	
hanseshhl	2018-12-23 09:30:20	hiifx_201812230930202648	superhero168	7500.0000	
hanseshhl	2018-12-23 09:50:59	hiifx_201812230950582862	zdz168	43478.2600	
TTL781007	2018-12-24 02:13:23	hiifx_201812240213234950	Zjj2018	6500.0000	
TTL781007	2018-12-24 04:34:35	hiifx_201812240434346795	yz53315237	1500.0000	
TTL781007	2018-12-24 04:36:03	hiifx_201812240436022582	xulian	1300.0000	
TTL781007	2018-12-24 04:51:54	hiifx_201812240451534640	xulian	11700.0000	
hanseshhl	2018-12-24 05:20:04	hiifx_201812240520048103	zdz168	43478.2600	
hanseshhl	2018-12-24 06:59:59	hiifx_201812240659584870	lily520	10000.0000	
hanseshhl	2018-12-24 07:20:47	hiifx_201812240720462940	wj168	1300.0000	
hanseshhl	2018-12-24 08:47:31	hiifx_201812240847312187	wj168	3000.0000	
keelintan20	2018-12-25 03:51:47	hiifx_201812250351463763	nick001	40000.0000	
hanseshhl	2018-12-25 05:57:02	hiifx_201812250557023224	lxh188	32042.0000	
hanseshhl	2018-12-25 07:05:13	hiifx_201812250705126256	yanxm	3000.0000	
hanseshhl	2018-12-25 07:46:07	hiifx_201812250746071679	yeting	7500.0000	
hanseshhl	2018-12-25 11:44:26	hiifx_201812251144259666	kanji	2200.0000	
hanseshhl	2018-12-25 13:14:10	hiifx_201812251314098254	Hiifx	3000.0000	
hanseshhl	2018-12-26 04:24:53	hiifx_201812260424524423	yuan1125	7500.0000	
hanseshhl	2018-12-26 05:10:07	hiifx_201812260510073377	zal168	12193.0000	
